match_id,city,stadium,venue_id,country
12058750,Antalya,MTA 6,31363,Turkey
12058781,Antalya,Court 11,18166,Turkey
12058748,Antalya,Court 22,28265,Turkey
12058788,Antalya,MTA 7,31364,Turkey
12058746,Antalya,MTA 15,28579,Turkey
12061011,Antalya,MTA 3,31365,Turkey
12061025,Antalya,MTA 04,31226,Turkey
12061037,Antalya,MTA 13,28580,Turkey
12061021,Antalya,MTA 12,28575,Turkey
12061031,Antalya,MTA 02,31227,Turkey
12061023,Antalya,MTA 05,31230,Turkey
12061013,Antalya,MTA 12,28575,Turkey
12061036,Antalya,MTA 04,31226,Turkey
12061029,Antalya,MTA 13,28580,Turkey
12061012,Antalya,MTA 14,28573,Turkey
12061028,Antalya,MTA Court 1,38043,Turkey
12061035,Antalya,MTA 04,31226,Turkey
12061016,Antalya,MTA 13,28580,Turkey
12061038,Antalya,MTA 15,28579,Turkey
12061009,Antalya,MTA Court 1,38043,Turkey
12061033,Antalya,MTA 14,28573,Turkey
12059088,Hammamet,Court 7,18289,Tunisia
12059091,Hammamet,Court 7,18289,Tunisia
12059096,Hammamet,Court 4,18290,Tunisia
12059094,Hammamet,Court 4,18290,Tunisia
12059076,Hammamet,Court 4,18290,Tunisia
12059083,Hammamet,Court 4,18290,Tunisia
12059090,Hammamet,Court 6,18336,Tunisia
12059084,Hammamet,Court 6,18336,Tunisia
12059081,Hammamet,Court 6,18336,Tunisia
12059097,Hammamet,Court 6,18336,Tunisia
12059080,Hammamet,Court 7,18289,Tunisia
12059086,Hammamet,Court 9,19766,Tunisia
12059093,Hammamet,Court 3,18292,Tunisia
12059073,Hammamet,Court 1,18293,Tunisia
12059071,Hammamet,Court 1,18293,Tunisia
12059079,Hammamet,Court 1,18293,Tunisia
12059070,Hammamet,Court 8,18581,Tunisia
12059082,Hammamet,Court 9,19766,Tunisia
12059095,Hammamet,Court 6,18336,Tunisia
12059077,Hammamet,Court 3,18292,Tunisia
12059074,Hammamet,Court 9,19766,Tunisia
12059085,Hammamet,Court 8,18581,Tunisia
12059068,Hammamet,Court 3,18292,Tunisia
12059092,Hammamet,Court 1,18293,Tunisia
12059078,Hammamet,Court 2,18291,Tunisia
12059087,Hammamet,Court 1,18293,Tunisia
12059066,Hammamet,Court 2,18291,Tunisia
12059069,Hammamet,Court 5,18337,Tunisia
12059067,Hammamet,Court 8,18581,Tunisia
12059072,Hammamet,Court 7,18289,Tunisia
12059089,Hammamet,Court 5,18337,Tunisia
12059075,Hammamet,Court 1,18293,Tunisia
12061458,Hammamet,Court 4,18290,Tunisia
12061465,Hammamet,Court 8,18581,Tunisia
12061461,Hammamet,Court 1,18293,Tunisia
12061467,Hammamet,Court 6,18336,Tunisia
12061476,Hammamet,Court 5,18337,Tunisia
12061455,Hammamet,Court 7,18289,Tunisia
12061450,Hammamet,Court 6,18336,Tunisia
12061470,Hammamet,Court 1,18293,Tunisia
12061471,Hammamet,Court 5,18337,Tunisia
12061453,Hammamet,Court 3,18292,Tunisia
12061475,Hammamet,Court 4,18290,Tunisia
12061454,Hammamet,Court 3,18292,Tunisia
12061463,Hammamet,Court 9,19766,Tunisia
12061449,Hammamet,Court 9,19766,Tunisia
12059159,Monastir,Court 3,23363,Tunisia
12059169,Monastir,Court 4,23364,Tunisia
12059184,Monastir,Court 8,24180,Tunisia
12059161,Monastir,Court 6,23890,Tunisia
12059178,Monastir,Court 3,23363,Tunisia
12059174,Monastir,Court 5,23362,Tunisia
12059158,Monastir,Court 4,23364,Tunisia
12059173,Monastir,Court 7,23891,Tunisia
12059186,Monastir,Court 2,23360,Tunisia
12059201,Monastir,Court 6,23890,Tunisia
12059165,Monastir,Court 2,23360,Tunisia
12059164,Monastir,Court 6,23890,Tunisia
12059200,Monastir,Court 3,23363,Tunisia
12059182,Monastir,Court 5,23362,Tunisia
12059181,Monastir,Court 8,24180,Tunisia
12059187,Monastir,Court 7,23891,Tunisia
12059180,Monastir,Court 4,23364,Tunisia
12059192,Monastir,Court 7,23891,Tunisia
12059175,Monastir,Court 8,24180,Tunisia
12059198,Monastir,Court 5,23362,Tunisia
12059188,Monastir,Court 2,23360,Tunisia
12059204,Monastir,Center Court,23654,Tunisia
12059197,Monastir,Center Court,23654,Tunisia
12059172,Monastir,Court 1,23881,Tunisia
12059202,Monastir,Court 5,23362,Tunisia
12059160,Monastir,Court 7,23891,Tunisia
12059179,Monastir,Court 4,23364,Tunisia
12059203,Monastir,Court 1,23881,Tunisia
12059162,Monastir,Center Court,23654,Tunisia
12059177,Monastir,Court 3,23363,Tunisia
12059193,Monastir,Court 6,23890,Tunisia
12059176,Monastir,Court 2,23360,Tunisia
12061566,Monastir,Court 1,23881,Tunisia
12061575,Monastir,Court 6,23890,Tunisia
12061568,Monastir,Court 7,23891,Tunisia
12061576,Monastir,Court 2,23360,Tunisia
12061571,Monastir,Court 1,23881,Tunisia
12061578,Monastir,Court 2,23360,Tunisia
12061565,Monastir,Court 3,23363,Tunisia
12061577,Monastir,Court 7,23891,Tunisia
12061569,Monastir,Court 4,23364,Tunisia
12061562,Monastir,Court 5,23362,Tunisia
12061579,Monastir,Court 6,23890,Tunisia
12061573,Monastir,Court 5,23362,Tunisia
12061563,Monastir,Court 3,23363,Tunisia
12061567,Monastir,Court 4,23364,Tunisia
12061560,Monastir,Center Court,23654,Tunisia
12061580,Monastir,Center Court,23654,Tunisia
12058908,Oberhaching,Court 4,18809,Germany
12058897,Oberhaching,Court 3,18808,Germany
12058895,Oberhaching,Court 2,18805,Germany
12058900,Oberhaching,Court 1,18806,Germany
12058899,Oberhaching,Court 5,18807,Germany
12058905,Oberhaching,Court 6,28583,Germany
12058907,Oberhaching,Court 6,28583,Germany
12058904,Oberhaching,Court 1,18806,Germany
12058901,Oberhaching,Court 4,18809,Germany
12058902,Oberhaching,Court 3,18808,Germany
12058896,Oberhaching,Court 2,18805,Germany
12058898,Oberhaching,Court 5,18807,Germany
12060163,Oberhaching,Court 5,18807,Germany
12058894,Oberhaching,Court 1,18806,Germany
12058909,Oberhaching,Court 3,18808,Germany
12058903,Oberhaching,Court 4,18809,Germany
12058906,Oberhaching,Court 2,18805,Germany
12060754,Oberhaching,Court 6,28583,Germany
12060517,Oberhaching,Court 3,18808,Germany
12060755,Oberhaching,Court 1,18806,Germany
12060681,Oberhaching,Court 5,18807,Germany
12060680,Oberhaching,Court 2,18805,Germany
12060869,Oberhaching,Court 6,28583,Germany
12060306,Oberhaching,Court 4,18809,Germany
12060796,Oberhaching,Court 3,18808,Germany
12060819,Oberhaching,Court 5,18807,Germany
12060772,Oberhaching,Court 1,18806,Germany
12060932,Oberhaching,Court 2,18805,Germany
12061040,Oberhaching,Court 3,18808,Germany
12060832,Oberhaching,Court 4,18809,Germany
12060931,Oberhaching,Court 1,18806,Germany
12060934,Oberhaching,Court 3,18808,Germany
12061060,Oberhaching,Court 4,18809,Germany
12061350,Oberhaching,Court 2,18805,Germany
12061396,Oberhaching,Court 1,18806,Germany
12061351,Oberhaching,Court 4,18809,Germany
12061423,Oberhaching,Court 3,18808,Germany
12061637,Oberhaching,Court 2,18805,Germany
12061536,Oberhaching,Court 4,18809,Germany
12061426,Oberhaching,Court 1,18806,Germany
12061598,Oberhaching,Court 3,18808,Germany
12061956,Punta del Este,Cancha 4,20556,Uruguay
12061963,Punta del Este,Cancha 1,20554,Uruguay
12061967,Punta del Este,Cancha 10,43635,Uruguay
12061965,Punta del Este,Cancha 1,20554,Uruguay
12061966,Punta del Este,Cancha 5,43634,Uruguay
12061960,Punta del Este,Cancha 2,20580,Uruguay
12061954,Punta del Este,Cancha 4,20556,Uruguay
12061962,Punta del Este,Cancha 2,20580,Uruguay
12061959,Punta del Este,Cancha 6,43639,Uruguay
12061957,Punta del Este,Cancha 10,43635,Uruguay
12061955,Punta del Este,Cancha 5,43634,Uruguay
12061961,Punta del Este,Cancha 6,43639,Uruguay
12058877,Sharm El Sheikh,Court 4,28799,Egypt
12058876,Sharm El Sheikh,Court 3,17612,Egypt
12058852,Sharm El Sheikh,Court 4,28799,Egypt
12058865,Sharm El Sheikh,Center Court,33963,Egypt
12058859,Sharm El Sheikh,Court 6,33930,Egypt
12058873,Sharm El Sheikh,Court 6,33930,Egypt
12058858,Sharm El Sheikh,Court 5,33931,Egypt
12058879,Sharm El Sheikh,Center Court,33963,Egypt
12058854,Sharm El Sheikh,Court 5,33931,Egypt
12058867,Sharm El Sheikh,Court 1,28802,Egypt
12058882,Sharm El Sheikh,Court 1,28802,Egypt
12058853,Sharm El Sheikh,Court 1,28802,Egypt
12058863,Sharm El Sheikh,Court 3,17612,Egypt
12058872,Sharm El Sheikh,Court 6,33930,Egypt
12058869,Sharm El Sheikh,Court 4,28799,Egypt
12058883,Sharm El Sheikh,Court 5,33931,Egypt
12058868,Sharm El Sheikh,Center Court,33963,Egypt
12058878,Sharm El Sheikh,Court 6,33930,Egypt
12058862,Sharm El Sheikh,Court 3,17612,Egypt
12058875,Sharm El Sheikh,Court 4,28799,Egypt
12058861,Sharm El Sheikh,Court 5,33931,Egypt
12058857,Sharm El Sheikh,Center Court,33963,Egypt
12058870,Sharm El Sheikh,Court 6,33930,Egypt
12058880,Sharm El Sheikh,Center Court,33963,Egypt
12058856,Sharm El Sheikh,Court 4,28799,Egypt
12058881,Sharm El Sheikh,Court 5,33931,Egypt
12058860,Sharm El Sheikh,Court 3,17612,Egypt
12058871,Sharm El Sheikh,Court 6,33930,Egypt
12058866,Sharm El Sheikh,Court 5,33931,Egypt
12058874,Sharm El Sheikh,Center Court,33963,Egypt
12058864,Sharm El Sheikh,Court 3,17612,Egypt
12058855,Sharm El Sheikh,Court 4,28799,Egypt
12061810,Sharm El Sheikh,Court 6,33930,Egypt
12061819,Sharm El Sheikh,Court 5,33931,Egypt
12061811,Sharm El Sheikh,Court 4,28799,Egypt
12061816,Sharm El Sheikh,Court 6,33930,Egypt
12061808,Sharm El Sheikh,Court 3,17612,Egypt
12061821,Sharm El Sheikh,Court 4,28799,Egypt
12061807,Sharm El Sheikh,Court 3,17612,Egypt
12061818,Sharm El Sheikh,Court 5,33931,Egypt
12061809,Sharm El Sheikh,Court 3,17612,Egypt
12061820,Sharm El Sheikh,Court 5,33931,Egypt
12061822,Sharm El Sheikh,Court 4,28799,Egypt
12061817,Sharm El Sheikh,Court 6,33930,Egypt
12061814,Sharm El Sheikh,Court 6,33930,Egypt
12061812,Sharm El Sheikh,Court 5,33931,Egypt
12061813,Sharm El Sheikh,Court 4,28799,Egypt
12061815,Sharm El Sheikh,Court 3,17612,Egypt
12059127,Altenkirchen,Center Court,20432,Germany
12059129,Altenkirchen,Court 3,20434,Germany
12059126,Altenkirchen,Court 3,20434,Germany
12059124,Altenkirchen,Center Court,20432,Germany
12059132,Altenkirchen,Center Court,20432,Germany
12059131,Altenkirchen,Court 3,20434,Germany
12059130,Altenkirchen,Center Court,20432,Germany
12059128,Altenkirchen,Court 3,20434,Germany
12061452,Altenkirchen,Court 3,20434,Germany
12061462,Altenkirchen,Center Court,20432,Germany
12061472,Altenkirchen,Center Court,20432,Germany
12061474,Altenkirchen,Court 3,20434,Germany
12061477,Altenkirchen,Court 3,20434,Germany
12061460,Altenkirchen,Center Court,20432,Germany
12058791,Antalya,MTA 05,31230,Turkey
12058795,Antalya,MTA 30,37370,Turkey
12058776,Antalya,MTA 28,36892,Turkey
12058786,Antalya,MTA 25,36749,Turkey
12058785,Antalya,MTA 26,36893,Turkey
12058774,Antalya,MTA 31,36894,Turkey
12058752,Antalya,MTA 15,28579,Turkey
12058780,Antalya,MTA 29,37369,Turkey
12058764,Antalya,MTA 25,36749,Turkey
12058760,Antalya,Court 5,18121,Turkey
12058755,Antalya,Court 5,18121,Turkey
12058758,Antalya,MTA 29,37369,Turkey
12058756,Antalya,Court 20,28269,Turkey
12058757,Antalya,MTA 27,36896,Turkey
12058766,Antalya,Court 21,28266,Turkey
12058777,Antalya,Court 4,18123,Turkey
12058771,Antalya,MTA 24,31239,Turkey
12058784,Antalya,MTA 31,36894,Turkey
12058747,Antalya,MTA 30,37370,Turkey
12058754,Antalya,MTA 27,36896,Turkey
12058793,Antalya,MTA 28,36892,Turkey
12061030,Antalya,MTA 15,28579,Turkey
12061022,Antalya,MTA 14,28573,Turkey
12061015,Antalya,MTA Court 1,38043,Turkey
12061017,Antalya,MTA 6,31363,Turkey
12061019,Antalya,MTA 15,28579,Turkey
12061010,Antalya,MTA 3,31365,Turkey
12061034,Antalya,MTA 02,31227,Turkey
12061008,Antalya,MTA 12,28575,Turkey
12061027,Antalya,MTA 3,31365,Turkey
12061032,Antalya,MTA 02,31227,Turkey
12061007,Antalya,MTA 12,28575,Turkey
12061026,Antalya,MTA 15,28579,Turkey
12061020,Antalya,MTA 13,28580,Turkey
12061018,Antalya,MTA 02,31227,Turkey
12061024,Antalya,MTA Court 1,38043,Turkey
12061014,Antalya,MTA 14,28573,Turkey
12061459,Hammamet,Court 7,18289,Tunisia
12061443,Hammamet,Court 4,18290,Tunisia
12061456,Hammamet,Court 9,19766,Tunisia
12061478,Hammamet,Court 8,18581,Tunisia
12061468,Hammamet,Court 7,18289,Tunisia
12061480,Hammamet,Court 8,18581,Tunisia
12061464,Hammamet,Court 3,18292,Tunisia
12061451,Hammamet,Court 6,18336,Tunisia
12061457,Hammamet,Court 1,18293,Tunisia
12061466,Hammamet,Court 1,18293,Tunisia
12061473,Hammamet,Court 5,18337,Tunisia
12061448,Hammamet,Court 3,18292,Tunisia
12061469,Hammamet,Court 6,18336,Tunisia
12061479,Hammamet,Court 5,18337,Tunisia
12058919,Manacor,Court 12,28338,Spain
12058945,Manacor,Court 8,33768,Spain
12058935,Manacor,Court 18,33769,Spain
12058920,Manacor,Court 11,33766,Spain
12058921,Manacor,Court 15,28340,Spain
12058943,Manacor,Court 2,33770,Spain
12058931,Manacor,Court 4,24449,Spain
12058942,Manacor,Court 16,28330,Spain
12058944,Manacor,Court 17,33771,Spain
12058934,Manacor,Court 13,28341,Spain
12058941,Manacor,Court 5,33772,Spain
12058928,Manacor,Court 3,33773,Spain
12058937,Manacor,Court 14,28339,Spain
12058926,Manacor,Court 9,33775,Spain
12058939,Manacor,Court 10,33774,Spain
12058929,Manacor,Court 10,33774,Spain
12058917,Manacor,Court 12,28338,Spain
12058936,Manacor,Court 14,28339,Spain
12058922,Manacor,Court 13,28341,Spain
12058930,Manacor,Court 9,33775,Spain
12058927,Manacor,Court 16,28330,Spain
12058924,Manacor,Court 4,24449,Spain
12058915,Manacor,Court 15,28340,Spain
12058940,Manacor,Court 8,33768,Spain
12060176,Manacor,Court 8,33768,Spain
12058938,Manacor,Court 5,33772,Spain
12058933,Manacor,Court 17,33771,Spain
12058932,Manacor,Court 2,33770,Spain
12058916,Manacor,Court 18,33769,Spain
12058914,Manacor,Court 3,33773,Spain
12058925,Manacor,Court 11,33766,Spain
12058923,Manacor,Court 3,33773,Spain
12058918,Manacor,Court 2,33770,Spain
12061247,Manacor,Court 3,33773,Spain
12061246,Manacor,Court 5,33772,Spain
12061243,Manacor,Court 4,24449,Spain
12061252,Manacor,Centre Court,28279,Spain
12061251,Manacor,Court 2,33770,Spain
12061242,Manacor,Centre Court,28279,Spain
12061240,Manacor,Court 4,24449,Spain
12061244,Manacor,Court 5,33772,Spain
12061248,Manacor,Court 2,33770,Spain
12061249,Manacor,Court 3,33773,Spain
12061253,Manacor,Court 8,33768,Spain
12061250,Manacor,Centre Court,28279,Spain
12061254,Manacor,Court 5,33772,Spain
12061259,Manacor,Court 2,33770,Spain
12061241,Manacor,Court 3,33773,Spain
12061245,Manacor,Court 4,24449,Spain
12059167,Monastir,Court 7,23891,Tunisia
12059166,Monastir,Court 6,23890,Tunisia
12059168,Monastir,Court 3,23363,Tunisia
12059189,Monastir,Court 8,24180,Tunisia
12059199,Monastir,Court 1,23881,Tunisia
12059163,Monastir,Court 3,23363,Tunisia
12059191,Monastir,Center Court,23654,Tunisia
12059195,Monastir,Court 4,23364,Tunisia
12059190,Monastir,Court 1,23881,Tunisia
12059170,Monastir,Court 8,24180,Tunisia
12059196,Monastir,Court 5,23362,Tunisia
12059185,Monastir,Court 2,23360,Tunisia
12059171,Monastir,Center Court,23654,Tunisia
12059183,Monastir,Court 5,23362,Tunisia
12059157,Monastir,Court 8,24180,Tunisia
12059194,Monastir,Court 8,24180,Tunisia
12061572,Monastir,Court 5,23362,Tunisia
12061564,Monastir,Court 4,23364,Tunisia
12061570,Monastir,Court 8,24180,Tunisia
12061561,Monastir,Court 7,23891,Tunisia
12061574,Monastir,Court 6,23890,Tunisia
12059511,Morelia,Court 3,21525,Mexico
12059498,Morelia,Estadio,42143,Mexico
12059504,Morelia,Estadio 2,43633,Mexico
12059505,Morelia,Estadio,42143,Mexico
12061339,Morelia,Estadio 2,43633,Mexico
12059503,Morelia,Court 3,21525,Mexico
12059500,Morelia,Estadio,42143,Mexico
12059509,Morelia,Estadio 2,43633,Mexico
12059508,Morelia,Court 3,21525,Mexico
12059510,Morelia,Estadio,42143,Mexico
12059507,Morelia,Court 3,21525,Mexico
12059506,Morelia,Estadio 2,43633,Mexico
12059499,Morelia,Estadio,42143,Mexico
12059497,Morelia,Court 3,21525,Mexico
12059836,Morelia,Estadio,42143,Mexico
12059496,Morelia,Estadio 2,43633,Mexico
12062455,Morelia,Court 10,43640,Mexico
12062458,Morelia,Estadio,42143,Mexico
12062459,Morelia,Court 3,21525,Mexico
12062460,Morelia,Court 10,43640,Mexico
12062456,Morelia,Estadio,42143,Mexico
12062454,Morelia,Estadio 2,43633,Mexico
12062453,Morelia,Court 3,21525,Mexico
12062457,Morelia,Estadio 2,43633,Mexico
12059111,London,Court 2,36159,England
12059115,London,Court 1,29129,England
12059117,London,Court 4,17304,England
12059116,London,Court 3,17244,England
12059112,London,Court 1,29129,England
12059120,London,Court 2,36159,England
12059108,London,Court 3,17244,England
12059109,London,Court 4,17304,England
12060788,London,Court 1,29129,England
12059119,London,Court 1,29129,England
12059110,London,Court 4,17304,England
12059122,London,Court 2,36159,England
12059118,London,Court 3,17244,England
12059114,London,Court 3,17244,England
12059113,London,Court 1,29129,England
12059121,London,Court 2,36159,England
12059123,London,Court 4,17304,England
12061280,London,Court 1,29129,England
12061279,London,Court 2,36159,England
12061281,London,Court 2,36159,England
12061282,London,Court 1,29129,England
12061283,London,Court 2,36159,England
12061278,London,Court 1,29129,England
12058835,Sharm El Sheikh,Court 1,28802,Egypt
12058838,Sharm El Sheikh,Court 4,28799,Egypt
12058844,Sharm El Sheikh,Court 1,28802,Egypt
12058845,Sharm El Sheikh,Court 4,28799,Egypt
12058833,Sharm El Sheikh,Court 2,28801,Egypt
12058842,Sharm El Sheikh,Court 3,17612,Egypt
12058834,Sharm El Sheikh,Court 4,28799,Egypt
12058830,Sharm El Sheikh,Court 1,28802,Egypt
12058839,Sharm El Sheikh,Court 1,28802,Egypt
12058843,Sharm El Sheikh,Court 4,28799,Egypt
12058841,Sharm El Sheikh,Court 3,17612,Egypt
12058837,Sharm El Sheikh,Court 4,28799,Egypt
12058840,Sharm El Sheikh,Court 3,17612,Egypt
12058832,Sharm El Sheikh,Court 1,28802,Egypt
12058831,Sharm El Sheikh,Court 1,28802,Egypt
12058836,Sharm El Sheikh,Court 3,17612,Egypt
12060799,Sharm El Sheikh,Court 3,17612,Egypt
12060804,Sharm El Sheikh,Court 1,28802,Egypt
12060801,Sharm El Sheikh,Court 4,28799,Egypt
12060805,Sharm El Sheikh,Court 1,28802,Egypt
12060802,Sharm El Sheikh,Court 2,28801,Egypt
12060806,Sharm El Sheikh,Court 2,28801,Egypt
12060800,Sharm El Sheikh,Court 4,28799,Egypt
12060803,Sharm El Sheikh,Court 3,17612,Egypt
12061182,Sharm El Sheikh,Court 4,28799,Egypt
12061088,Sharm El Sheikh,Court 2,28801,Egypt
12061087,Sharm El Sheikh,Court 3,17612,Egypt
12061332,Sharm El Sheikh,Court 4,28799,Egypt
12061412,Sharm El Sheikh,Court 3,17612,Egypt
12061331,Sharm El Sheikh,Court 2,28801,Egypt
12061338,Sharm El Sheikh,Court 1,28802,Egypt
12061086,Sharm El Sheikh,Court 1,28802,Egypt
12061293,Rotterdam,Center Court,18015,Netherlands
12056909,Rotterdam,Center Court,18015,Netherlands
12056906,Rotterdam,Center Court,18015,Netherlands
12061298,Rotterdam,Center Court,18015,Netherlands
12056908,Rotterdam,Center Court,18015,Netherlands
12056902,Rotterdam,Center Court,18015,Netherlands
12059442,Buenos Aires,Guillermo Vilas,20399,Argentina
12059447,Buenos Aires,Guillermo Vilas,20399,Argentina
12059446,Buenos Aires,Guillermo Vilas,20399,Argentina
12059445,Buenos Aires,Guillermo Vilas,20399,Argentina
12017969,Cordoba,Cancha Central,24532,Argentina
12018500,Dallas,Stadium,33973,USA
12057531,Delray Beach,Stadium,15586,USA
12057533,Delray Beach,Stadium,15586,USA
12063982,Delray Beach,Stadium,15586,USA
12057535,Delray Beach,Stadium,15586,USA
12057530,Delray Beach,Stadium,15586,USA
12018539,Marseille,Centre Court,20467,France
12058885,Doha,Grandstand 3,33988,Qatar
12056880,Doha,Center Court,19985,Qatar
12058890,Doha,Grandstand 1,33990,Qatar
12058889,Doha,Grandstand 2,33989,Qatar
12058884,Doha,Grandstand 2,33989,Qatar
12056865,Doha,Center Court,19985,Qatar
12056876,Doha,Grandstand 1,33990,Qatar
12056874,Doha,Grandstand 4,33987,Qatar
12056867,Doha,Grandstand 1,33990,Qatar
12056875,Doha,Grandstand 2,33989,Qatar
12058851,Doha,Center Court,19985,Qatar
12056873,Doha,Grandstand 3,33988,Qatar
12058886,Doha,Center Court,19985,Qatar
12056871,Doha,Grandstand 4,33987,Qatar
12056869,Doha,Grandstand 2,33989,Qatar
12063423,Doha,Grandstand 4,33987,Qatar
12058888,Doha,Grandstand 1,33990,Qatar
12056878,Doha,Grandstand 3,33988,Qatar
12056879,Doha,Grandstand 4,33987,Qatar
12058887,Doha,Grandstand 1,33990,Qatar
12056870,Doha,Center Court,19985,Qatar
12056866,Doha,Grandstand 2,33989,Qatar
12056872,Doha,Grandstand 1,33990,Qatar
12049681,Doha,Center Court,19985,Qatar
12049675,Doha,Center Court,19985,Qatar
12049673,Doha,Grandstand 2,33989,Qatar
12049668,Doha,Grandstand 1,33990,Qatar
12049679,Doha,Grandstand 3,33988,Qatar
12049678,Doha,Grandstand 2,33989,Qatar
12049695,Doha,Center Court,19985,Qatar
12049674,Doha,Grandstand 1,33990,Qatar
12049677,Doha,Grandstand 2,33989,Qatar
12049693,Doha,Grandstand 4,33987,Qatar
12018674,Abu Dhabi,Stadium Court,28117,United Arab Emirates
12018708,Cluj Napoca,Center Court,32552,Romania
12059234,Buenos Aires,Guillermo Vilas,20399,Argentina
12059277,Buenos Aires,Guillermo Vilas,20399,Argentina
12059381,Buenos Aires,Estadio 2,20400,Argentina
12059490,Buenos Aires,Guillermo Vilas,20399,Argentina
12057500,Delray Beach,Stadium,15586,USA
12057499,Delray Beach,Court 1,20456,USA
12059291,Delray Beach,Court 1,20456,USA
12059369,Delray Beach,Court 1,20456,USA
12059837,Delray Beach,Stadium,15586,USA
12061694,Delray Beach,Court 1,20456,USA
12059247,Manama,Center Court,20907,Bahrain
12059244,Manama,Center Court,20907,Bahrain
12059246,Manama,Court 2,33582,Bahrain
12059245,Manama,Court 3,20909,Bahrain
12059248,Manama,Center Court,20907,Bahrain
12063937,Manama,Court 2,33582,Bahrain
12063939,Manama,Court 3,20909,Bahrain
12060816,Manama,Court 2,33582,Bahrain
12059235,Manama,Center Court,20907,Bahrain
12059243,Manama,Court 3,20909,Bahrain
12059239,Manama,Center Court,20907,Bahrain
12059241,Manama,Court 2,33582,Bahrain
12059849,Bangalore,Court 1,19750,India
12059848,Bangalore,Court 2,19749,India
12059845,Bangalore,Center Court,19751,India
12059843,Bangalore,Court 1,19750,India
12063388,Bangalore,Center Court,19751,India
12063390,Bangalore,Court 2,19749,India
12059847,Bangalore,Court 1,19750,India
12059942,Bangalore,Court 2,19749,India
12063389,Bangalore,Center Court,19751,India
12063391,Bangalore,Court 1,19750,India
12063386,Bangalore,Court 2,19749,India
12063387,Bangalore,Center Court,19751,India
12059841,Bangalore,Court 1,19750,India
12059844,Bangalore,Center Court,19751,India
12059258,Cherbourg-en-Cotentin,Tourlaville,38067,France
12059257,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12059252,Cherbourg-en-Cotentin,Tourlaville,38067,France
12059259,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12059251,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12063925,Cherbourg-en-Cotentin,Tourlaville,38067,France
12063932,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12063930,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12063929,Cherbourg-en-Cotentin,Tourlaville,38067,France
12063931,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12059271,Glasgow,Court 8,43632,Scotland
12059264,Glasgow,Court 6,43623,Scotland
12059273,Glasgow,Court 6,43623,Scotland
12059263,Glasgow,Court 6,43623,Scotland
12059267,Glasgow,Court 4,43622,Scotland
12059268,Glasgow,Court 8,43632,Scotland
12063637,Glasgow,Court 8,43632,Scotland
12063638,Glasgow,Court 6,43623,Scotland
12058633,Glasgow,Court 4,43622,Scotland
12058635,Glasgow,Court 8,43632,Scotland
12058641,Manama,Center Court,20907,Bahrain
12058688,Manama,Court 2,33582,Bahrain
12058702,Manama,Court 3,20909,Bahrain
12058689,Manama,Center Court,20907,Bahrain
12058699,Manama,Court 3,20909,Bahrain
12058700,Manama,Center Court,20907,Bahrain
12060110,Manama,Court 2,33582,Bahrain
12058696,Manama,Court 3,20909,Bahrain
12058660,Manama,Court 2,33582,Bahrain
12060945,Manama,Center Court,20907,Bahrain
12063088,Manama,Court 3,20909,Bahrain
12063065,Manama,Court 2,33582,Bahrain
12063372,Manama,Center Court,20907,Bahrain
12063311,Manama,Court 3,20909,Bahrain
12063527,Manama,Court 2,33582,Bahrain
12060121,Bangalore,Court 1,19750,India
12060829,Bangalore,Center Court,19751,India
12059941,Bangalore,Court 2,19749,India
12060888,Bangalore,Center Court,19751,India
12061323,Bangalore,Court 1,19750,India
12060830,Bangalore,Court 2,19749,India
12058983,Cherbourg-en-Cotentin,Tourlaville,38067,France
12058973,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12058981,Cherbourg-en-Cotentin,Tourlaville,38067,France
12058972,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12058997,Cherbourg-en-Cotentin,Tourlaville,38067,France
12058974,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12058995,Cherbourg-en-Cotentin,Tourlaville,38067,France
12058971,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12060937,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12060936,Cherbourg-en-Cotentin,Tourlaville,38067,France
12061092,Cherbourg-en-Cotentin,Tourlaville,38067,France
12061535,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12061710,Cherbourg-en-Cotentin,Tourlaville,38067,France
12061919,Cherbourg-en-Cotentin,Jean Jaures,38069,France
12059226,Glasgow,Court 4,43622,Scotland
12059218,Glasgow,Court 6,43623,Scotland
12059224,Glasgow,COURT 8,20260,Scotland
12059219,Glasgow,Court 6,43623,Scotland
12059227,Glasgow,Court 4,43622,Scotland
12059222,Glasgow,COURT 8,20260,Scotland
12059217,Glasgow,Court 6,43623,Scotland
12059225,Glasgow,Court 4,43622,Scotland
12060938,Glasgow,COURT 8,20260,Scotland
12061375,Glasgow,Court 4,43622,Scotland
12061044,Glasgow,Court 6,43623,Scotland
12061541,Glasgow,COURT 8,20260,Scotland
12061540,Glasgow,Court 4,43622,Scotland
12061539,Glasgow,Court 6,43623,Scotland
